CASSA,SERIE,DATA_ORA,POOL,ID_IMPIANTO,ID_LETTORE
73,29013,12/03/2006 9.11.00,1,175,1
75,30866,12/03/2006 9.11.00,1,175,3
73,29262,12/03/2006 9.12.00,1,175,4
75,30842,12/03/2006 9.12.00,1,175,3
103,23387,12/03/2006 9.12.00,1,175,4
72,25211,12/03/2006 9.12.00,1,175,3
72,25209,12/03/2006 9.12.00,1,175,3
73,29264,12/03/2006 9.12.00,1,175,2
75,30867,12/03/2006 9.12.00,1,175,2
73,29233,12/03/2006 9.13.00,1,175,3
73,29231,12/03/2006 9.13.00,1,175,2
73,29229,12/03/2006 9.13.00,1,175,3
74,48256,12/03/2006 9.13.00,1,175,1
91,89737,12/03/2006 9.14.00,311,175,2
74,90616,12/03/2006 9.14.00,1,175,3
74,90614,12/03/2006 9.14.00,1,175,4
74,90611,12/03/2006 9.14.00,1,175,1
74,90612,12/03/2006 9.14.00,1,175,4
73,28926,12/03/2006 9.14.00,311,175,2
74,90613,12/03/2006 9.14.00,1,175,3
73,28931,12/03/2006 9.14.00,311,175,3
91,89738,12/03/2006 9.14.00,311,175,3
74,90617,12/03/2006 9.14.00,1,175,3
74,53402,12/03/2006 9.14.00,1,175,4
74,47861,12/03/2006 9.15.00,311,175,4
95,5952,12/03/2006 9.15.00,1,175,2
75,31070,12/03/2006 9.15.00,1,175,4
95,5951,12/03/2006 9.15.00,1,175,3
74,47862,12/03/2006 9.15.00,311,175,4
74,47892,12/03/2006 9.15.00,1,175,3
75,31071,12/03/2006 9.15.00,1,175,4
73,29109,12/03/2006 9.16.00,1,175,3
91,89832,12/03/2006 9.16.00,1,175,2
75,30962,12/03/2006 9.16.00,1,175,2
73,29107,12/03/2006 9.16.00,1,175,4
73,29108,12/03/2006 9.16.00,1,175,3
75,30964,12/03/2006 9.16.00,1,175,1
72,25262,12/03/2006 9.17.00,1,175,2
100,34370,12/03/2006 9.17.00,1,175,2
56,3389,12/03/2006 9.17.00,1,175,4
75,30534,12/03/2006 9.17.00,1,175,3
91,89833,12/03/2006 9.17.00,1,175,2
100,34371,12/03/2006 9.17.00,1,175,3
72,25261,12/03/2006 9.17.00,1,175,3
74,47856,12/03/2006 9.17.00,1,175,4
42,37900,12/03/2006 9.17.00,1,175,2
42,37902,12/03/2006 9.18.00,1,175,3
74,89075,12/03/2006 9.18.00,1,175,1
42,37915,12/03/2006 9.18.00,1,175,3
42,37910,12/03/2006 9.18.00,1,175,2
75,16717,12/03/2006 9.18.00,1,175,2
42,37897,12/03/2006 9.18.00,1,175,1
71,16860,12/03/2006 9.19.00,1,175,2
56,3406,12/03/2006 9.19.00,1,175,3
56,3398,12/03/2006 9.19.00,1,175,2
71,16861,12/03/2006 9.19.00,1,175,2
42,37911,12/03/2006 9.20.00,1,175,4
71,16915,12/03/2006 9.20.00,1,175,1
42,37917,12/03/2006 9.20.00,1,175,4
42,37918,12/03/2006 9.20.00,1,175,3
42,37916,12/03/2006 9.20.00,1,175,3
42,37913,12/03/2006 9.20.00,1,175,2
42,37914,12/03/2006 9.20.00,1,175,2
42,37923,12/03/2006 9.20.00,1,175,2
42,37909,12/03/2006 9.20.00,1,175,2
42,37905,12/03/2006 9.20.00,1,175,2
42,37921,12/03/2006 9.20.00,1,175,3
42,37919,12/03/2006 9.20.00,1,175,3
74,91580,12/03/2006 9.20.00,1,175,4
74,91585,12/03/2006 9.21.00,1,175,4
186,2392,12/03/2006 9.21.00,1,175,1
72,25050,12/03/2006 9.21.00,1,175,3
86,34141,12/03/2006 9.21.00,1,175,3
86,34142,12/03/2006 9.21.00,1,175,2
74,91581,12/03/2006 9.21.00,1,175,3
72,25048,12/03/2006 9.21.00,1,175,2
74,91584,12/03/2006 9.21.00,1,175,4
86,34140,12/03/2006 9.21.00,1,175,1
74,91583,12/03/2006 9.21.00,1,175,3
186,2386,12/03/2006 9.21.00,1,175,1
74,91582,12/03/2006 9.21.00,1,175,3
86,34148,12/03/2006 9.21.00,1,175,1
71,16610,12/03/2006 9.21.00,1,175,2
86,34150,12/03/2006 9.21.00,1,175,3
42,37904,12/03/2006 9.21.00,1,175,1
56,3404,12/03/2006 9.22.00,1,175,4
342,9398,12/03/2006 9.22.00,1,175,4
342,10149,12/03/2006 9.22.00,1,175,3
7,27089,12/03/2006 9.22.00,1,175,2
7,23429,12/03/2006 9.22.00,1,175,2
73,28952,12/03/2006 9.22.00,1,175,3
56,3399,12/03/2006 9.22.00,1,175,2
71,16608,12/03/2006 9.22.00,1,175,3
342,10148,12/03/2006 9.22.00,1,175,3
9,15973,12/03/2006 9.23.00,1,175,2
342,10150,12/03/2006 9.23.00,1,175,4
79,36042,12/03/2006 9.23.00,1,175,3
73,28194,12/03/2006 9.23.00,1,175,4
9,15972,12/03/2006 9.23.00,1,175,2
56,3405,12/03/2006 9.24.00,1,175,2
95,5929,12/03/2006 9.24.00,1,175,2
73,29212,12/03/2006 9.24.00,1,175,4
72,25508,12/03/2006 9.24.00,1,175,2
95,5930,12/03/2006 9.24.00,1,175,3
73,28994,12/03/2006 9.24.00,1,175,3
75,30329,12/03/2006 9.24.00,1,175,1
73,28996,12/03/2006 9.24.00,1,175,2
75,30327,12/03/2006 9.24.00,1,175,3
72,25287,12/03/2006 9.24.00,1,175,4
73,29211,12/03/2006 9.25.00,1,175,3
74,90901,12/03/2006 9.25.00,1,175,4
74,90893,12/03/2006 9.25.00,1,175,2
74,90910,12/03/2006 9.25.00,1,175,4
79,36038,12/03/2006 9.25.00,1,175,2
91,89787,12/03/2006 9.25.00,314,175,2
75,30323,12/03/2006 9.25.00,1,175,4
74,90876,12/03/2006 9.25.00,1,175,3
75,31100,12/03/2006 9.25.00,314,175,2
74,90904,12/03/2006 9.25.00,1,175,3
73,29213,12/03/2006 9.25.00,1,175,3
72,25510,12/03/2006 9.26.00,1,175,1
93,96968,12/03/2006 9.26.00,1,175,3
71,16638,12/03/2006 9.26.00,1,175,4
71,16637,12/03/2006 9.26.00,1,175,3
341,60697,12/03/2006 9.26.00,1,175,3
93,96970,12/03/2006 9.27.00,1,175,4
86,19239,12/03/2006 9.27.00,1,175,3
75,30325,12/03/2006 9.27.00,1,175,2
58,13958,12/03/2006 9.27.00,1,175,2
93,96969,12/03/2006 9.27.00,1,175,4
32,91750,12/03/2006 9.27.00,1,175,1
32,91752,12/03/2006 9.27.00,1,175,2
32,91753,12/03/2006 9.28.00,1,175,3
345,23442,12/03/2006 9.28.00,1,175,3
71,16811,12/03/2006 9.28.00,1,175,4
345,23443,12/03/2006 9.28.00,1,175,2
74,90895,12/03/2006 9.28.00,1,175,2
32,91751,12/03/2006 9.28.00,1,175,1
74,90898,12/03/2006 9.28.00,1,175,4
32,91754,12/03/2006 9.28.00,1,175,2
71,16812,12/03/2006 9.29.00,1,175,3
41,33320,12/03/2006 9.29.00,1,175,4
41,33339,12/03/2006 9.29.00,1,175,4
41,33325,12/03/2006 9.29.00,1,175,2
75,30319,12/03/2006 9.29.00,1,175,1
73,28608,12/03/2006 9.29.00,1,175,3
41,33335,12/03/2006 9.29.00,1,175,3
202,18643,12/03/2006 9.29.00,1,175,2
41,33331,12/03/2006 9.29.00,1,175,2
75,30317,12/03/2006 9.29.00,1,175,1
41,33321,12/03/2006 9.29.00,1,175,3
41,33346,12/03/2006 9.29.00,1,175,2
209,8733,12/03/2006 9.29.00,1,175,3
209,8735,12/03/2006 9.29.00,1,175,2
91,89472,12/03/2006 9.30.00,1,175,4
75,31102,12/03/2006 9.30.00,1,175,2
84,35110,12/03/2006 9.30.00,1,175,2
75,31101,12/03/2006 9.30.00,1,175,2
91,89471,12/03/2006 9.30.00,1,175,4
84,35111,12/03/2006 9.31.00,1,175,3
91,89724,12/03/2006 9.32.00,1,175,1
91,89723,12/03/2006 9.32.00,1,175,2
202,18556,12/03/2006 9.32.00,1,175,4
213,2143,12/03/2006 9.32.00,1,175,4
91,89818,12/03/2006 9.32.00,1,175,2
71,16523,12/03/2006 9.32.00,1,175,1
126,26704,12/03/2006 9.32.00,1,175,2
254,21983,12/03/2006 9.32.00,1,175,2
202,18554,12/03/2006 9.32.00,1,175,2
41,33337,12/03/2006 9.33.00,1,175,1
41,33338,12/03/2006 9.33.00,1,175,2
41,33347,12/03/2006 9.33.00,1,175,2
41,33357,12/03/2006 9.33.00,1,175,4
202,18557,12/03/2006 9.33.00,1,175,2
202,18560,12/03/2006 9.33.00,1,175,4
202,18558,12/03/2006 9.33.00,1,175,3
41,33322,12/03/2006 9.33.00,1,175,1
71,16526,12/03/2006 9.33.00,1,175,3
91,63375,12/03/2006 9.33.00,1,175,1
91,89719,12/03/2006 9.33.00,1,175,3
41,33317,12/03/2006 9.33.00,1,175,2
41,33344,12/03/2006 9.33.00,1,175,2
202,18553,12/03/2006 9.33.00,1,175,4
71,16522,12/03/2006 9.33.00,1,175,2
41,33353,12/03/2006 9.33.00,1,175,2
91,89718,12/03/2006 9.33.00,1,175,3
213,2145,12/03/2006 9.33.00,1,175,2
213,2146,12/03/2006 9.33.00,1,175,1
41,33316,12/03/2006 9.34.00,1,175,4
80,27216,12/03/2006 9.34.00,1,175,1
79,37501,12/03/2006 9.34.00,1,175,4
80,27565,12/03/2006 9.34.00,1,175,2
209,8770,12/03/2006 9.34.00,1,175,4
86,19401,12/03/2006 9.34.00,396,175,2
209,8768,12/03/2006 9.34.00,1,175,4
209,8756,12/03/2006 9.34.00,1,175,1
213,2144,12/03/2006 9.34.00,1,175,4
41,33323,12/03/2006 9.34.00,1,175,2
71,16525,12/03/2006 9.34.00,1,175,2
209,8771,12/03/2006 9.34.00,1,175,2
79,37500,12/03/2006 9.34.00,1,175,1
73,29217,12/03/2006 9.34.00,1,175,3
80,27404,12/03/2006 9.34.00,1,175,2
91,89898,12/03/2006 9.34.00,1,175,1
73,28917,12/03/2006 9.35.00,1,175,4
91,89899,12/03/2006 9.35.00,1,175,1
208,23466,12/03/2006 9.35.00,1,175,2
74,90906,12/03/2006 9.35.00,1,175,4
74,91214,12/03/2006 9.35.00,1,175,1
74,90907,12/03/2006 9.35.00,1,175,2
74,90921,12/03/2006 9.35.00,311,175,4
74,90905,12/03/2006 9.35.00,1,175,2
91,89964,12/03/2006 9.35.00,1,175,4
214,8163,12/03/2006 9.35.00,1,175,2
214,8164,12/03/2006 9.35.00,1,175,1
91,89965,12/03/2006 9.35.00,1,175,2
202,11064,12/03/2006 9.35.00,1,175,1
74,90919,12/03/2006 9.36.00,311,175,1
64,24572,12/03/2006 9.36.00,1,175,2
64,24573,12/03/2006 9.36.00,1,175,3
64,24574,12/03/2006 9.36.00,1,175,2
74,90882,12/03/2006 9.36.00,1,175,4
74,90926,12/03/2006 9.36.00,311,175,1
74,90887,12/03/2006 9.36.00,1,175,3
74,90878,12/03/2006 9.36.00,1,175,4
74,90888,12/03/2006 9.36.00,1,175,3
74,90924,12/03/2006 9.36.00,311,175,2
83,35518,12/03/2006 9.37.00,1,175,3
83,35519,12/03/2006 9.37.00,1,175,2
34,66404,12/03/2006 9.37.00,1,175,2
91,89950,12/03/2006 9.37.00,311,175,4
76,29946,12/03/2006 9.37.00,1,175,3
91,89948,12/03/2006 9.37.00,311,175,4
41,33318,12/03/2006 9.37.00,1,175,3
41,33327,12/03/2006 9.38.00,1,175,2
41,33336,12/03/2006 9.38.00,1,175,2
73,29317,12/03/2006 9.38.00,1,175,4
81,25412,12/03/2006 9.38.00,1,175,2
73,29315,12/03/2006 9.38.00,1,175,2
76,29945,12/03/2006 9.38.00,1,175,3
41,33356,12/03/2006 9.39.00,1,175,3
81,25413,12/03/2006 9.39.00,1,175,1
35,43115,12/03/2006 9.39.00,1,175,2
41,33329,12/03/2006 9.39.00,1,175,2
73,29319,12/03/2006 9.39.00,1,175,4
73,29314,12/03/2006 9.39.00,1,175,4
35,43116,12/03/2006 9.39.00,1,175,1
73,29311,12/03/2006 9.39.00,1,175,3
41,33343,12/03/2006 9.39.00,1,175,1
202,18644,12/03/2006 9.39.00,1,175,3
202,18646,12/03/2006 9.39.00,1,175,4
75,30428,12/03/2006 9.39.00,1,175,4
73,29312,12/03/2006 9.39.00,1,175,3
74,88923,12/03/2006 9.39.00,311,175,2
41,33326,12/03/2006 9.39.00,1,175,3
73,29316,12/03/2006 9.39.00,1,175,2
71,16953,12/03/2006 9.39.00,1,175,4
71,16952,12/03/2006 9.39.00,1,175,3
71,16951,12/03/2006 9.39.00,1,175,2
74,90140,12/03/2006 9.40.00,311,175,2
95,5810,12/03/2006 9.40.00,1,175,4
72,24993,12/03/2006 9.40.00,1,175,2
75,30429,12/03/2006 9.40.00,1,175,4
72,24995,12/03/2006 9.40.00,1,175,3
91,89814,12/03/2006 9.40.00,311,175,4
91,89804,12/03/2006 9.40.00,311,175,3
83,35780,12/03/2006 9.40.00,1,175,2
72,24992,12/03/2006 9.40.00,1,175,1
201,27395,12/03/2006 9.41.00,1,175,4
71,16875,12/03/2006 9.41.00,1,175,1
95,5811,12/03/2006 9.41.00,1,175,4
73,29113,12/03/2006 9.41.00,1,175,4
41,33352,12/03/2006 9.41.00,1,175,3
95,5807,12/03/2006 9.41.00,1,175,2
71,16879,12/03/2006 9.41.00,1,175,3
71,16878,12/03/2006 9.41.00,1,175,2
71,16877,12/03/2006 9.41.00,1,175,2
71,16876,12/03/2006 9.41.00,1,175,2
78,15154,12/03/2006 9.41.00,1,175,3
72,24990,12/03/2006 9.41.00,1,175,1
201,27396,12/03/2006 9.42.00,1,175,1
203,10398,12/03/2006 9.42.00,1,175,4
74,88395,12/03/2006 9.42.00,1,175,2
203,10397,12/03/2006 9.42.00,1,175,3
201,27397,12/03/2006 9.42.00,1,175,2
73,29115,12/03/2006 9.42.00,1,175,3
73,28884,12/03/2006 9.42.00,1,175,1
73,28886,12/03/2006 9.42.00,1,175,2
74,88396,12/03/2006 9.42.00,1,175,1
78,15155,12/03/2006 9.43.00,1,175,4
80,27047,12/03/2006 9.43.00,1,175,1
75,30753,12/03/2006 9.43.00,1,175,3
72,25242,12/03/2006 9.43.00,1,175,1
72,25240,12/03/2006 9.43.00,1,175,2
80,27046,12/03/2006 9.43.00,1,175,3
213,2098,12/03/2006 9.43.00,1,175,2
75,30647,12/03/2006 9.43.00,1,175,2
213,2112,12/03/2006 9.43.00,1,175,3
91,89974,12/03/2006 9.44.00,1,175,2
77,32928,12/03/2006 9.44.00,1,175,3
56,3295,12/03/2006 9.44.00,1,175,4
41,33354,12/03/2006 9.44.00,1,175,1
56,3283,12/03/2006 9.44.00,1,175,3
86,34113,12/03/2006 9.44.00,1,175,1
86,33745,12/03/2006 9.44.00,1,175,2
77,32927,12/03/2006 9.44.00,1,175,3
56,3290,12/03/2006 9.44.00,1,175,1
41,33348,12/03/2006 9.44.00,1,175,2
76,29706,12/03/2006 9.45.00,1,175,2
41,33351,12/03/2006 9.45.00,1,175,1
91,89892,12/03/2006 9.45.00,311,175,4
41,33345,12/03/2006 9.45.00,1,175,2
76,29704,12/03/2006 9.45.00,1,175,1
74,47938,12/03/2006 9.45.00,1,175,3
74,91568,12/03/2006 9.45.00,1,175,2
91,89877,12/03/2006 9.45.00,311,175,4
79,18255,12/03/2006 9.45.00,396,175,3
91,89893,12/03/2006 9.45.00,311,175,3
56,3294,12/03/2006 9.45.00,1,175,2
75,23900,12/03/2006 9.45.00,311,175,1
56,3284,12/03/2006 9.45.00,1,175,3
56,3276,12/03/2006 9.45.00,1,175,1
77,32785,12/03/2006 9.46.00,1,175,4
81,14267,12/03/2006 9.46.00,396,175,2
78,15694,12/03/2006 9.46.00,1,175,3
84,28050,12/03/2006 9.46.00,311,175,3
78,15693,12/03/2006 9.46.00,1,175,3
91,89878,12/03/2006 9.46.00,311,175,2
77,32786,12/03/2006 9.46.00,1,175,4
95,5806,12/03/2006 9.47.00,1,175,2
74,91235,12/03/2006 9.47.00,311,175,3
74,91233,12/03/2006 9.47.00,311,175,2
95,5814,12/03/2006 9.47.00,1,175,4
95,5804,12/03/2006 9.47.00,1,175,3
95,5809,12/03/2006 9.47.00,1,175,1
74,91231,12/03/2006 9.47.00,311,175,3
202,18636,12/03/2006 9.47.00,1,175,1
71,16966,12/03/2006 9.47.00,1,175,2
71,16967,12/03/2006 9.47.00,1,175,2
71,16965,12/03/2006 9.47.00,1,175,2
202,18638,12/03/2006 9.48.00,1,175,1
202,18637,12/03/2006 9.48.00,1,175,4
201,27312,12/03/2006 9.48.00,1,175,2
201,27311,12/03/2006 9.48.00,1,175,3
71,16554,12/03/2006 9.48.00,1,175,2
91,89883,12/03/2006 9.48.00,311,175,3
75,30529,12/03/2006 9.48.00,1,175,2
71,16556,12/03/2006 9.48.00,1,175,1
201,27313,12/03/2006 9.48.00,1,175,4
91,89884,12/03/2006 9.48.00,311,175,2
71,16555,12/03/2006 9.48.00,1,175,1
201,27310,12/03/2006 9.48.00,1,175,3
201,27432,12/03/2006 9.49.00,1,175,2
74,48088,12/03/2006 9.49.00,1,175,4
71,16855,12/03/2006 9.49.00,1,175,3
74,47877,12/03/2006 9.49.00,311,175,3
74,47876,12/03/2006 9.49.00,311,175,2
42,37958,12/03/2006 9.49.00,1,175,4
83,36802,12/03/2006 9.49.00,1,175,2
113,8634,12/03/2006 9.49.00,1,175,4
74,47875,12/03/2006 9.49.00,311,175,3
42,37934,12/03/2006 9.50.00,1,175,4
74,88117,12/03/2006 9.50.00,1,175,2
74,90903,12/03/2006 9.50.00,1,175,4
82,12180,12/03/2006 9.50.00,1,175,4
82,12181,12/03/2006 9.50.00,1,175,3
74,90886,12/03/2006 9.50.00,1,175,4
74,90877,12/03/2006 9.50.00,1,175,3
82,12183,12/03/2006 9.50.00,1,175,2
74,87048,12/03/2006 9.50.00,1,175,4
201,27431,12/03/2006 9.50.00,1,175,2
75,16674,12/03/2006 9.50.00,1,175,1
82,12182,12/03/2006 9.50.00,1,175,4
72,25417,12/03/2006 9.51.00,1,175,3
72,25419,12/03/2006 9.51.00,1,175,4
75,16889,12/03/2006 9.51.00,1,175,2
202,18075,12/03/2006 9.52.00,1,175,2
202,18078,12/03/2006 9.52.00,1,175,3
77,32398,12/03/2006 9.53.00,1,175,2
74,90722,12/03/2006 9.53.00,1,175,2
74,90744,12/03/2006 9.53.00,1,175,1
74,90726,12/03/2006 9.53.00,1,175,2
74,90749,12/03/2006 9.53.00,1,175,2
213,2089,12/03/2006 9.53.00,1,175,3
77,32399,12/03/2006 9.53.00,1,175,3
74,88950,12/03/2006 9.53.00,1,175,4
213,2090,12/03/2006 9.53.00,1,175,3
74,90729,12/03/2006 9.53.00,1,175,1
74,88952,12/03/2006 9.53.00,1,175,2
74,90745,12/03/2006 9.54.00,1,175,3
93,97025,12/03/2006 9.54.00,1,175,4
74,90725,12/03/2006 9.54.00,1,175,2
71,16536,12/03/2006 9.54.00,1,175,3
84,19907,12/03/2006 9.54.00,1,175,2
74,90742,12/03/2006 9.54.00,1,175,2
74,90728,12/03/2006 9.54.00,1,175,3
74,90724,12/03/2006 9.54.00,1,175,4
74,90737,12/03/2006 9.54.00,1,175,1
74,90868,12/03/2006 9.54.00,1,175,2
74,90739,12/03/2006 9.54.00,1,175,4
73,28869,12/03/2006 9.54.00,1,175,2
71,10895,12/03/2006 9.54.00,1,175,2
83,36707,12/03/2006 9.54.00,1,175,2
93,97032,12/03/2006 9.54.00,1,175,1
93,97027,12/03/2006 9.54.00,1,175,3
93,97029,12/03/2006 9.54.00,1,175,3
83,36708,12/03/2006 9.54.00,1,175,1
93,97024,12/03/2006 9.54.00,1,175,3
215,49,12/03/2006 9.54.00,1,175,1
93,97030,12/03/2006 9.54.00,1,175,4
71,10894,12/03/2006 9.54.00,1,175,1
73,28868,12/03/2006 9.54.00,1,175,1
74,90867,12/03/2006 9.54.00,1,175,1
74,90723,12/03/2006 9.54.00,1,175,3
74,90743,12/03/2006 9.54.00,1,175,3
74,90747,12/03/2006 9.54.00,1,175,3
74,90733,12/03/2006 9.54.00,1,175,1
215,47,12/03/2006 9.54.00,1,175,2
91,89675,12/03/2006 9.54.00,1,175,1
93,97026,12/03/2006 9.55.00,1,175,2
56,3420,12/03/2006 9.55.00,1,175,4
56,3425,12/03/2006 9.55.00,1,175,3
56,3419,12/03/2006 9.55.00,1,175,3
56,3424,12/03/2006 9.55.00,1,175,4
76,30137,12/03/2006 9.55.00,1,175,1
56,3421,12/03/2006 9.55.00,1,175,4
91,89729,12/03/2006 9.55.00,1,175,2
71,16348,12/03/2006 9.55.00,1,175,1
91,89728,12/03/2006 9.55.00,1,175,3
56,3422,12/03/2006 9.55.00,1,175,4
56,3423,12/03/2006 9.55.00,1,175,3
76,30136,12/03/2006 9.55.00,1,175,3
93,97028,12/03/2006 9.55.00,1,175,4
76,30140,12/03/2006 9.55.00,1,175,3
74,64586,12/03/2006 9.55.00,311,175,1
76,30139,12/03/2006 9.55.00,1,175,4
74,64585,12/03/2006 9.55.00,311,175,2
76,29680,12/03/2006 9.55.00,1,175,3
76,29682,12/03/2006 9.55.00,1,175,1
203,16092,12/03/2006 9.55.00,1,175,3
76,30138,12/03/2006 9.55.00,1,175,1
74,91605,12/03/2006 9.55.00,1,175,2
71,16349,12/03/2006 9.55.00,1,175,2
76,30142,12/03/2006 9.55.00,1,175,1
76,30141,12/03/2006 9.55.00,1,175,2
203,16076,12/03/2006 9.55.00,1,175,4
74,90717,12/03/2006 9.56.00,311,175,1
82,12113,12/03/2006 9.56.00,1,175,2
81,25437,12/03/2006 9.56.00,1,175,2
82,12114,12/03/2006 9.56.00,1,175,4
74,90719,12/03/2006 9.56.00,311,175,1
81,25436,12/03/2006 9.56.00,1,175,3
74,91595,12/03/2006 9.57.00,1,175,3
72,24350,12/03/2006 9.57.00,1,175,3
72,24349,12/03/2006 9.57.00,1,175,2
74,91594,12/03/2006 9.57.00,1,175,4
91,89853,12/03/2006 9.57.00,1,175,4
91,89907,12/03/2006 9.57.00,1,175,3
75,31151,12/03/2006 9.57.00,1,175,2
75,31152,12/03/2006 9.57.00,1,175,3
91,89752,12/03/2006 9.57.00,311,175,1
73,28961,12/03/2006 9.58.00,1,175,2
73,28959,12/03/2006 9.58.00,1,175,3
201,15648,12/03/2006 9.58.00,1,175,2
75,31200,12/03/2006 9.58.00,1,175,1
78,15720,12/03/2006 9.58.00,1,175,3
213,2181,12/03/2006 9.58.00,1,175,4
72,25467,12/03/2006 9.59.00,1,175,3
86,33969,12/03/2006 9.59.00,1,175,3
86,33968,12/03/2006 9.59.00,1,175,4
86,33967,12/03/2006 9.59.00,1,175,2
91,89996,12/03/2006 9.59.00,1,175,3
342,7370,12/03/2006 9.59.00,1,175,4
342,7369,12/03/2006 9.59.00,1,175,4
72,25470,12/03/2006 9.59.00,1,175,2
72,25468,12/03/2006 9.59.00,1,175,2
86,33966,12/03/2006 9.59.00,1,175,4
75,31199,12/03/2006 9.59.00,1,175,1
203,16252,12/03/2006 9.59.00,1,175,3
72,25471,12/03/2006 9.59.00,1,175,3
75,30794,12/03/2006 10.00.00,1,175,1
71,16442,12/03/2006 10.00.00,1,175,2
95,5666,12/03/2006 10.00.00,1,175,3
95,5665,12/03/2006 10.00.00,1,175,2
41,33082,12/03/2006 10.00.00,1,175,2
41,33078,12/03/2006 10.00.00,1,175,1
75,30793,12/03/2006 10.00.00,1,175,1
203,16251,12/03/2006 10.00.00,1,175,3
203,16199,12/03/2006 10.01.00,1,175,3
203,16203,12/03/2006 10.02.00,1,175,2
73,29382,12/03/2006 10.02.00,1,175,4
81,25481,12/03/2006 10.02.00,1,175,3
73,29384,12/03/2006 10.02.00,1,175,4
81,25480,12/03/2006 10.02.00,1,175,2
73,29305,12/03/2006 10.02.00,1,175,3
72,25652,12/03/2006 10.02.00,1,175,2
201,27334,12/03/2006 10.02.00,1,175,3
201,27333,12/03/2006 10.02.00,1,175,3
213,2170,12/03/2006 10.02.00,1,175,2
72,25653,12/03/2006 10.02.00,1,175,4
82,12176,12/03/2006 10.02.00,1,175,1
201,27335,12/03/2006 10.02.00,1,175,1
203,16200,12/03/2006 10.02.00,1,175,3
201,27336,12/03/2006 10.02.00,1,175,2
73,29301,12/03/2006 10.02.00,1,175,3
82,12177,12/03/2006 10.02.00,1,175,2
72,25329,12/03/2006 10.03.00,1,175,2
72,25331,12/03/2006 10.03.00,1,175,1
86,34084,12/03/2006 10.03.00,1,175,3
86,34086,12/03/2006 10.03.00,1,175,2
86,34085,12/03/2006 10.03.00,1,175,3
86,34082,12/03/2006 10.03.00,1,175,4
75,30628,12/03/2006 10.04.00,314,175,1
203,16333,12/03/2006 10.04.00,1,175,3
201,15587,12/03/2006 10.04.00,1,175,2
93,96879,12/03/2006 10.04.00,1,175,1
203,16334,12/03/2006 10.04.00,1,175,2
41,33046,12/03/2006 10.04.00,1,175,3
41,33077,12/03/2006 10.04.00,1,175,3
93,96878,12/03/2006 10.04.00,1,175,2
75,30818,12/03/2006 10.04.00,1,175,1
75,30466,12/03/2006 10.04.00,1,175,2
343,93608,12/03/2006 10.05.00,1,175,2
11,12835,12/03/2006 10.05.00,1,175,1
75,30817,12/03/2006 10.05.00,1,175,2
86,34193,12/03/2006 10.05.00,1,175,3
